"","create_date","version_id","user_id","manuscript_id","manuscript_DOI","actionability","concreteness_confidence","discovery_value","expertise"
"202",2016-11-16 21:17:00,1,59,17,"10.3389/fncir.2014.00104",1.64,3.93,1.7,3.25
"203",2016-11-21 20:12:00,1,59,23,"10.15252/emmm.201606271",2.97,3.29,3.91,1.62
"204",2016-11-21 20:14:00,1,59,24,"10.1038/srep32422",3.16,3.41,1.51,1.7
"205",2016-11-21 20:13:00,1,59,25,"10.3389/fncir.2016.00083",3,3,3.22,1.83
"206",2016-11-21 20:17:00,1,60,24,"10.1038/srep32422",2.99,2.87,2.97,2.81
"207",2017-07-23 20:11:00,2,64,407,"10.1242/jeb.087452",2.22,4.79,3.52,3.71
"208",2017-07-23 20:12:00,2,64,408,"10.1098/rstb.2011.0156",3.52,4.5,3.81,4.12
"209",2017-07-13 19:53:00,2,66,326,"10.3389/neuro.06.003.2007",3.76,4.22,4.18,4.58
"210",2017-07-13 19:53:00,2,66,330,"10.1038/376033a0",4.09,1.37,4.56,3.49
"211",2017-07-13 19:58:00,2,66,335,"10.1016/j.neuron.2017.02.010",1.58,1.65,3.28,2.89
"212",2017-07-13 19:59:00,2,66,337,"10.1016/j.neuron.2016.09.004",1.23,0.71,3.38,2.65
"213",2017-07-13 20:08:00,2,66,344,"10.1371/journal.pcbi.1005268",0.16,1.33,3.83,4.24
"214",2016-12-15 16:48:00,1,70,97,"10.1142/s0219635215500235",4.63,1.2,1.85,5
"215",2017-03-30 03:16:00,1,72,26,"10.1016/j.neuron.2016.06.034",2.91,3.27,3.87,4.45
"216",2016-11-26 05:24:00,1,72,27,"10.1088/0967-3334/26/2/011",2.6,4.5,2.71,4.38
"217",2016-11-26 08:30:00,1,72,28,"10.1049/el:20083426",2.76,2.91,4.14,4.39
"218",2017-03-02 00:57:00,1,72,35,"10.1038/nature08002",3.12,3.91,3.62,3.53
"219",2017-03-25 20:45:00,1,72,40,"10.1523/jneurosci.2969-10.2010",2.72,3.36,2.67,3.03
"220",2017-03-30 03:27:00,1,72,47,"10.1109/tbcas.2015.2456242",2.32,3.66,3.32,3.92
"221",2017-06-21 18:51:00,2,72,54,"10.3389/fnsys.2015.00185",1.03,4.2,1.96,0.9
"222",2016-12-14 18:57:00,1,72,59,"10.1038/nnano.2014.32",2.56,3.84,4.18,3.13
"223",2016-12-14 18:58:00,1,72,60,"10.1021/acsnano.6b03364",2.59,3.87,4.53,3.09
"224",2017-01-11 00:50:00,1,72,125,"10.1109/tbme.2016.2605451",2.25,4.73,2.75,3.73
"225",2017-01-31 03:56:00,1,72,129,"10.1109/ultsym.2003.1293414",2.7,2.83,2.7,3.94
"226",2017-02-12 18:44:00,1,72,132,"10.1111/micc.12188",2.53,3.09,2.62,3.06
"227",2017-02-12 23:07:00,1,72,133,"10.1523/jneurosci.2916-15.2015",2.25,3.8,2.66,3.7
"228",2017-02-13 05:50:00,1,72,134,"10.1038/nmeth.3217",3.03,4.35,3.01,3.51
"229",2017-02-14 17:55:00,1,72,135,"10.1016/j.neuron.2014.01.025",2.7,2.88,3.1,2.03
"230",2017-02-14 17:54:00,1,72,136,"10.1038/35090500",2.87,1.73,3.24,1.21
"231",2017-02-14 00:12:00,1,72,137,"10.1016/j.celrep.2016.12.004",2.99,3.91,3.6,2.88
"232",2017-02-14 00:14:00,1,72,138,"10.7554/elife.14679",3.23,3.99,3.37,3.2
"233",2017-03-28 16:17:00,1,72,139,"10.1073/pnas.1604135113",3.61,3.36,3.88,2.97
"234",2017-03-02 00:56:00,1,72,142,"10.1126/science.7770778",2.89,3.07,3.16,2.1
"235",2017-03-02 00:54:00,1,72,143,"10.1016/0041-624x(85)90037-x",2.63,4.66,2.51,3.93
"236",2017-03-02 18:19:00,1,72,144,"10.1126/science.aal4217",3.2,1.91,2.85,2.68
"237",2017-03-29 21:59:00,1,72,153,"10.1038/nn.3797",1.47,3.18,2.45,4.87
"238",2017-03-12 05:33:00,1,72,154,"10.1016/j.neuron.2016.09.003",2.58,2.61,2.78,2.94
"239",2017-03-28 16:37:00,1,72,155,"10.1038/sdata.2016.35",3.41,2.01,4.49,0.95
"240",2017-03-17 23:39:00,1,72,157,"10.1109/embc.2014.6945223",2.61,2.66,2.72,4.84
"241",2017-03-30 03:20:00,1,72,158,"10.1016/j.jneumeth.2014.07.025",2.28,2.72,3.88,4
"242",2017-03-25 20:42:00,1,72,172,"10.1523/jneurosci.3413-16.2017",2.68,3.43,2.79,3.21
"243",2017-03-26 05:03:00,1,72,173,"10.1111/ejn.12523",2.73,3.09,2.79,3
"244",2017-03-29 21:56:00,1,72,200,"10.1161/01.str.31.4.907",2.25,2.64,3.22,4.25
"245",2017-03-29 22:24:00,1,72,201,"10.1016/j.ultrasmedbio.2011.12.001",2.66,3.7,2.07,4.08
"246",2017-03-29 22:31:00,1,72,202,"10.1016/j.ultrasmedbio.2006.06.019",3.33,2.75,3.12,3.74
"247",2017-03-30 01:16:00,1,72,205,"10.1371/journal.pone.0114529",2.78,3.1,3.21,2.94
"248",2017-03-30 01:17:00,1,72,206,"10.1016/j.neuron.2014.11.010",3.52,4.12,3.81,3.44
"249",2017-03-30 01:18:00,1,72,207,"10.1152/jn.00792.2014",2.26,3.42,2.88,3.4
"250",2017-03-30 01:19:00,1,72,208,"10.1152/jn.01040.2014",2.59,3.34,2.97,3.05
"251",2017-03-30 01:19:00,1,72,209,"10.1109/ner.2013.6696102",2.24,3.54,3.58,3.38
"252",2017-03-30 01:20:00,1,72,210,"10.1038/nmeth.3620",2.75,3.57,2.92,3.09
"253",2017-03-30 02:58:00,1,72,211,"10.1073/pnas.1510899113",3.68,2.73,4.09,3.43
"254",2017-03-30 03:01:00,1,72,214,"10.1073/pnas.0801075105",3.32,2.33,3.08,2.04
"255",2017-03-30 03:05:00,1,72,217,"10.1073/pnas.1012864107",3.27,2.76,3.37,2.96
"256",2017-03-30 03:09:00,1,72,221,"10.1371/journal.pone.0059759",3.64,2.7,4.18,2.74
"257",2017-03-30 03:12:00,1,72,223,"10.1038/srep14366",3.22,2.7,3.65,2.71
"258",2017-03-30 03:15:00,1,72,225,"10.1146/annurev.bioeng.9.060906.151840",2.58,4.12,2.93,3.67
"259",2017-03-30 03:17:00,1,72,226,"10.1109/embc.2015.7318942",2.63,2.67,2.88,4.42
"260",2017-03-30 03:19:00,1,72,227,"10.1109/memsys.2015.7051049",2.23,2.9,2.83,3.68
"261",2017-03-30 03:22:00,1,72,228,"10.1038/ncomms7575",3.33,3.54,3.12,3.42
"262",2017-03-30 03:23:00,1,72,229,"10.1109/embc.2014.6944161",2.2,3.36,3.07,3.95
"263",2017-03-30 03:25:00,1,72,230,"10.1109/embsisc.2016.7508602",2.81,2.13,2.92,5
"264",2017-03-30 03:31:00,1,72,231,"10.1088/1741-2560/4/4/006",3.17,3.51,2.98,3.4
"265",2017-03-30 04:51:00,1,72,232,"10.1016/j.jbiomech.2010.01.027",3.28,3.76,2.81,3.3
"266",2017-03-30 04:53:00,1,72,233,"10.1016/j.jelekin.2007.03.008",2.75,3.8,2.23,3.1
"267",2017-03-30 04:55:00,1,72,234,"10.1016/j.jelekin.2010.07.004",3.65,4.14,3.03,3.2
"268",2017-03-30 04:56:00,1,72,235,"10.1016/j.jelekin.2011.03.009",2.8,3.36,2.24,3.07
"269",2017-03-30 04:58:00,1,72,236,"10.1251/bpo115",3.2,3.95,2.68,2.97
"270",2017-03-30 05:02:00,1,72,237,"10.1016/j.jbiomech.2016.01.018",3.67,3.4,2.85,3.12
"271",2017-04-22 01:48:00,1,72,269,"10.1109/jsen.2007.912550",2.94,3.44,2.17,2.98
"272",2017-06-05 20:38:00,2,72,301,"10.1038/nbt.3835",3.82,1.54,2.44,1.16
"273",2017-06-05 20:46:00,2,72,302,"10.1038/nrneurol.2017.59",0.68,1.27,1.54,2.22
"274",2017-06-06 14:49:00,2,72,305,"10.1016/j.cell.2017.05.024",3.32,2.91,2.16,2.58
"275",2017-06-14 22:17:00,2,72,307,"10.1136/jnis.2011.004846",0.19,0.2,0.3,1.42
"276",2017-07-05 18:00:00,2,72,309,"10.1371/journal.pone.0068314",0.78,2.03,1.4,1.16
"277",2017-07-27 03:12:00,2,72,411,"10.1118/1.4905376",0.56,1.26,3.19,1.14
"278",2017-07-27 03:34:00,2,72,412,"10.1109/iembs.2011.6090103",0.33,0.96,1.49,1.29
"279",2017-07-27 15:27:00,2,72,413,"10.1109/embc.2014.6943575",0.72,1.98,1.1,1.75
"280",2017-07-27 22:38:00,2,72,414,"10.1016/s0301-5629(97)00074-4",0.55,1.05,0.76,0.58
"281",2017-07-27 23:44:00,2,72,415,"10.1016/s0301-5629(02)00760-3",0.75,1.63,1.65,1.6
"282",2017-07-28 00:14:00,2,72,416,"10.1016/j.media.2013.03.006",0.66,1.73,1.6,1.75
"283",2017-07-28 00:28:00,2,72,417,"10.2174/1567270000704010036",0.27,0.43,0.46,1.62
"284",2016-11-15 10:10:00,1,73,9,"10.1038/nature13724",3.36,3.06,2.55,4.08
"285",2017-07-21 17:14:00,2,74,67,"10.1038/nature12112",5,4.38,4.06,3.71
"286",2017-07-21 17:26:00,2,74,73,"10.1038/nn.3311",3.9,4.36,3.16,3.66
"287",2017-07-21 17:34:00,2,74,333,"10.1038/nature03721",5,5,5,4.07
"288",2017-07-21 17:06:00,2,74,365,"10.1038/nature14446",5,4.15,4.68,2.51
"289",2017-07-21 17:09:00,2,74,370,"10.1038/nature21692",1.55,2.62,3.55,3.8
"290",2017-07-21 17:13:00,2,74,372,"10.1016/j.conb.2013.11.005",2.74,3.25,2.96,5
"291",2017-07-21 17:15:00,2,74,374,"10.1126/science.1159775",4.15,3.95,4.22,4.07
"292",2017-07-21 17:17:00,2,74,375,"10.1023/a:1008921114108",2.51,5,5,2.39
"293",2017-07-21 17:18:00,2,74,379,"10.1093/icb/icu050",3.7,3.94,2.94,5
"294",2017-07-21 17:19:00,2,74,381,"10.1371/journal.pone.0089762",0.05,0.8,1.92,4.02
"295",2017-07-21 17:19:00,2,74,382,"10.1152/jn.01046.2012",3.31,4.19,3.07,3.53
"296",2017-07-21 17:22:00,2,74,383,"10.1126/science.1235338",4.39,4.04,3.94,3.65
"297",2017-07-21 17:23:00,2,74,386,"10.1038/nn.3884",0.65,1.51,1.88,3.59
"298",2017-07-21 17:24:00,2,74,387,"10.1038/nn.3310",3.21,3.96,2.93,3.39
"299",2017-07-21 17:24:00,2,74,389,"10.1126/science.1232655",3.14,3.48,3.13,3.78
"300",2017-07-21 17:25:00,2,74,390,"10.1073/pnas.1215834110",3.37,3.35,3.31,3.57
"301",2017-07-21 17:26:00,2,74,391,"10.1016/j.jneumeth.2012.03.007",2.19,5,2.77,4.09
"302",2017-07-21 17:27:00,2,74,394,"10.1242/jeb.082420",3.25,3.85,3.7,3.71
"303",2017-07-21 17:28:00,2,74,395,"10.1242/jeb.076513",3.84,3.94,3.76,4.1
"304",2017-07-21 17:28:00,2,74,397,"10.1371/journal.pone.0066596",2.76,3.85,2.68,3.87
"305",2017-07-21 17:33:00,2,74,401,"10.1242/jeb.077644",3.32,4.62,3.12,3.34
"306",2017-07-21 17:34:00,2,74,402,"10.1038/nn1961",3.29,3.93,5,3.53
"307",2016-11-16 21:13:00,1,76,14,"10.1080/08820139.2016.1226897",0,1.12,0.29,0.34
"308",2016-11-19 07:46:00,1,76,22,"10.1161/01.res.75.3.528",3.48,3.71,3.85,1.45
"309",2016-11-21 20:10:00,1,76,23,"10.15252/emmm.201606271",2.7,2.19,3.03,0
"310",2016-11-21 20:12:00,1,76,24,"10.1038/srep32422",2.68,3.81,3.73,0
"311",2016-11-21 20:12:00,1,76,25,"10.3389/fncir.2016.00083",2.14,3.28,1.1,0
"312",2016-12-15 16:27:00,1,77,94,"10.1038/srep36010",4.51,0.62,1,3.87
"313",2016-12-15 16:01:00,1,78,82,"10.1210/en.2014-1986",3.73,3.91,3.84,1.55
"314",2016-12-19 23:33:00,1,81,111,"10.1038/nn.4239",3.69,1.49,3.71,5
"315",2017-07-06 14:30:00,2,85,317,"10.7554/elife.11308",2.08,3.87,2.83,1.05
"316",2017-07-13 19:43:00,2,85,322,"10.1037/0033-295x.113.4.700",1.86,2.46,1.21,3.11
"317",2017-07-13 19:44:00,2,85,323,"10.1523/jneurosci.4299-12.2013",2.83,3.47,2.91,4.03
"318",2017-07-13 19:46:00,2,85,324,"10.1038/nature14066",2.9,3.23,2.81,2.01
"319",2017-07-13 19:51:00,2,85,328,"10.1021/nl900694r",3.77,2.93,4.18,0.1
"320",2017-07-13 20:05:00,2,85,341,"10.1016/j.devcel.2016.11.016",2.73,3.58,4.08,1.99
"321",2017-07-21 17:17:00,2,87,377,"10.1523/jneurosci.2915-09.2009",4,5,4.29,3.7
"322",2017-07-21 17:30:00,2,87,399,"10.1126/science.1240284",1.34,4.89,1.73,4.54
"323",2017-03-30 00:32:00,1,88,5,"10.1038/nature16492",3.29,2.3,3.66,2.87
"324",2017-03-30 00:28:00,1,88,203,"10.1016/0197-4580(96)00005-x",2.52,3.72,2.96,3.95
"325",2017-03-30 00:30:00,1,88,204,"10.1212/wnl.49.3.786",2.82,3.45,3.05,3.85
"326",2017-03-30 05:28:00,1,88,238,"10.1161/01.hyp.25.3.305",3.73,2.48,3.36,2.53
"327",2017-03-30 05:31:00,1,88,239,"10.1016/j.cardfail.2016.06.016",2.55,2.53,2.62,1.89
"328",2017-03-30 05:35:00,1,88,240,"10.1016/j.jemermed.2016.09.016",2.83,3.7,2.75,2.9
"329",2017-03-30 05:41:00,1,88,241,"10.1016/j.ajem.2016.03.037",3.38,2.46,2.54,2.76
"330",2017-08-31 07:06:00,2,88,448,"10.1161/circulationaha.113.005925",2.95,4.13,3.58,3.11
"331",2017-08-31 07:15:00,2,88,449,"10.3945/ajcn.111.016667",2.91,4.1,3.34,3.91
"332",2016-12-16 16:05:00,1,89,101,"10.1038/ncomms8062",1.9,0.6,3.03,5
"333",2017-04-03 19:30:00,1,93,242,"10.1371/journal.pone.0105941",0.41,3.31,0.46,0.56
"334",2017-05-24 23:18:00,1,93,274,"10.1126/science.aaa5694",0.61,3.85,1.05,0.71
"335",2017-07-06 18:09:00,2,93,318,"10.1152/jn.00048.2016",3,3.92,2.52,0.88
"336",2017-07-17 20:32:00,2,93,356,"10.1523/jneurosci.0365-09.2009",3.62,2.93,0.37,0.43
"337",2016-11-21 05:04:00,1,94,23,"10.15252/emmm.201606271",3.41,3.14,3.51,0.81
"338",2016-11-21 05:21:00,1,94,24,"10.1038/srep32422",2.88,2.16,3.55,3.1
"339",2016-11-21 04:29:00,1,94,25,"10.3389/fncir.2016.00083",2.69,3.83,3.03,1.46
"340",2016-11-28 03:48:00,1,94,29,"10.1523/jneurosci.3081-14.2015",3.11,1.97,2.89,1.2
"341",2016-11-28 04:55:00,1,94,30,"10.1038/ncomms5486",2.84,1.89,2.9,2.99
"342",2016-11-28 03:47:00,1,94,31,"10.1126/science.aaf1288",2.67,3.27,2.68,1.58
"343",2017-03-05 05:29:00,1,96,147,"10.1038/nn.4509",3.32,3.69,3.4,3.6
"344",2017-07-21 17:13:00,2,97,55,"10.1523/jneurosci.2673-16.2016",2.26,4.98,4.08,2.87
"345",2017-07-21 17:05:00,2,97,364,"10.1152/jn.00465.2016",0.92,2.42,1.96,0.78
"346",2017-07-21 17:07:00,2,97,366,"10.1126/science.1128657",1.1,1.15,2.85,2.45
"347",2017-07-21 17:17:00,2,97,378,"10.1038/nature21376",1.24,2.69,2.3,1.91
"348",2017-07-21 17:22:00,2,97,385,"10.1007/s00265-014-1689-8",0.54,2.59,1.41,4.17
"349",2017-07-21 17:26:00,2,97,392,"10.1242/jeb.096180",0.95,2.38,2.04,3.73
"350",2017-07-21 17:27:00,2,97,393,"10.1111/j.1752-4571.2012.00252.x",3.53,2.04,0.88,1.6
"351",2017-07-21 17:28:00,2,97,396,"10.1371/journal.pone.0100894",0.94,2.96,0.94,2.52
"352",2017-07-21 17:29:00,2,97,398,"10.1371/journal.pone.0025371",2.28,2.8,2.68,2.47
"353",2017-07-21 17:31:00,2,97,400,"10.1186/1471-2156-14-65",0.61,2.14,0.54,1.3
"354",2017-07-21 17:36:00,2,97,405,"10.1037/amp0000059",1.74,2.36,3.87,0.18
"355",2017-08-25 21:09:00,2,99,35,"10.1038/nature08002",0.86,2.12,0.25,0.86
"356",2016-12-13 19:48:00,1,99,55,"10.1523/jneurosci.2673-16.2016",1.59,3.56,3.28,0.15
"357",2016-12-13 21:45:00,1,99,56,"10.1038/nm.4221",3.43,0.37,1.27,4.34
"358",2016-12-13 23:02:00,1,99,58,"10.1016/j.neuron.2016.02.028",4.47,5,4.69,3.92
"359",2016-12-27 01:00:00,1,99,119,"10.1242/dev.143131",4.04,4.29,3.43,3.48
"360",2017-03-03 17:05:00,1,99,146,"10.1371/journal.pone.0159513",1.55,2.91,1.65,1.03
"361",2017-03-05 02:48:00,1,99,147,"10.1038/nn.4509",1.99,3.89,3.31,1.73
"362",2017-03-05 02:45:00,1,99,148,"10.1016/j.autneu.2017.02.001",3.23,2.78,1.44,1.66
"363",2017-03-05 15:44:00,1,99,151,"10.1007/s11356-017-8662-9",3.57,3.94,1.22,2.59
"364",2017-03-24 18:38:00,1,99,185,"10.1093/cercor/bhx065",1.86,3.19,2.91,3.48
"365",2017-04-07 21:01:00,1,99,244,"10.1089/scd.2016.0325",3.53,1.34,1.56,2.99
"366",2017-04-10 14:25:00,1,99,245,"10.1016/j.neuron.2016.12.005",4.48,3.04,3.43,1.04
"367",2017-04-10 17:59:00,1,99,246,"10.3389/fphys.2017.00153",2.95,2.74,2.16,3.7
"368",2017-08-19 02:40:00,2,99,266,"10.1016/j.neuropharm.2017.04.022",1.4,0.76,3.48,1.95
"369",2017-03-18 17:15:00,1,100,159,"10.1038/npp.2016.163",4.05,3.78,3.84,0.43
"370",2017-03-18 17:16:00,1,100,160,"10.1523/jneurosci.3878-12.2013",3.49,2.98,3.3,0.43
"371",2017-03-18 17:17:00,1,100,161,"10.1084/jem.20120242",2.48,2.45,3.25,0.73
"372",2017-03-18 17:18:00,1,100,162,"10.1523/jneurosci.2265-10.2010",1.63,1.59,2.49,0
"373",2017-03-18 17:19:00,1,100,163,"10.1016/j.celrep.2017.01.005",3.65,2.59,2.79,0
"374",2017-03-18 17:20:00,1,100,164,"10.1242/jeb.140616",1,2.49,1.64,0
"375",2017-03-18 17:21:00,1,100,165,"10.7554/elife.06683",2.77,3.15,2.47,0
"376",2017-03-19 22:55:00,1,100,169,"10.1038/nature16533",4.37,2.01,3.65,0
"377",2017-03-20 15:35:00,1,100,170,"10.3389/fnbeh.2014.00278",1.75,3.78,3.33,0
"378",2017-04-19 21:38:00,1,100,264,"10.1001/jamainternmed.2013.11950",4.18,3.39,2.98,0.86
"379",2017-04-19 21:39:00,1,100,265,"10.1038/nature19323",3.19,1.83,3.78,0.84
"380",2017-02-02 23:16:00,1,102,130,"10.1038/nbt.3576",3.1,3.08,3.65,0.51
"381",2017-02-16 03:53:00,1,102,140,"10.1016/j.bbrc.2007.05.150",2.95,2.54,2.46,0.66
"382",2017-02-21 21:33:00,1,102,141,"10.18632/aging.100765",2.98,3,2.58,3.47
"383",2017-05-26 18:14:00,2,102,276,"10.7554/elife.20752",3.59,3.18,4.62,4.71
"384",2017-07-13 19:51:00,2,107,328,"10.1021/nl900694r",3.08,5,5,4.83
"385",2016-12-14 22:33:00,1,108,63,"10.1080/15548627.2016.1257467",4.06,2.55,5,4.35
"386",2016-12-14 22:38:00,1,108,64,"10.1016/j.cell.2016.08.027",4.06,3.92,4.09,4.56
"387",2016-12-15 16:34:00,1,108,96,"10.1126/science.1260384",3.56,5,3.5,3.17
"388",2017-03-02 22:39:00,1,108,145,"10.1074/jbc.m116.734814",3.47,3.44,3.45,2.75
"389",2016-11-05 17:16:00,1,111,2,"10.1016/j.neuron.2015.08.026",3.86,4.28,3.79,5
"390",2017-03-29 01:28:00,1,111,195,"10.1162/jocn.2007.19.12.2082",3.26,4.2,3.93,4.25
"391",2017-03-29 01:31:00,1,111,196,"10.1037/0096-3445.135.4.623",2.97,4.25,3.43,4.25
"392",2017-03-29 01:33:00,1,111,197,"10.1016/j.cub.2015.06.035",3.22,3.52,3.97,3.21
"393",2017-03-29 01:35:00,1,111,198,"10.1126/science.1067653",3.97,3.74,4.36,3.74
"394",2017-03-29 01:38:00,1,111,199,"10.1006/nimg.2002.1110",4.67,4.4,4.11,3.94
"395",2016-12-15 16:27:00,1,112,95,"10.1038/npp.2016.269",3.79,1.62,3.79,4.03
"396",2017-03-23 15:33:00,1,113,35,"10.1038/nature08002",4.63,4.25,4.54,3.9
"397",2017-03-23 15:32:00,1,113,36,"10.1016/j.cell.2015.11.038",4.21,4.82,4.15,4.06
"398",2017-03-23 15:43:00,1,113,131,"10.1016/s0896-6273(00)81206-4",4.19,4.21,3.61,3.43
"399",2017-03-23 15:41:00,1,113,135,"10.1016/j.neuron.2014.01.025",3.48,4.46,3.28,3.33
"400",2017-03-23 15:34:00,1,113,136,"10.1038/35090500",3.59,4.17,4.08,3.06
"401",2017-03-23 15:37:00,1,113,142,"10.1126/science.7770778",4.88,4.99,4.8,4.83
"402",2017-03-23 15:44:00,1,113,153,"10.1038/nn.3797",4.52,4.1,4.43,4.42
"403",2017-03-23 15:40:00,1,113,154,"10.1016/j.neuron.2016.09.003",4.29,4.35,3.96,3.8
"404",2017-03-23 15:43:00,1,113,172,"10.1523/jneurosci.3413-16.2017",4.19,4.3,4.63,4.23
"405",2017-03-23 15:35:00,1,113,173,"10.1111/ejn.12523",3.29,3.44,4.26,3.5
"406",2017-03-23 15:24:00,1,113,179,"10.1016/j.neuron.2007.06.018",4.37,4.44,3.82,3.31
"407",2017-03-23 15:25:00,1,113,180,"10.3389/neuro.06.013.2009",2.6,4.08,2.7,3.31
"408",2017-03-23 15:26:00,1,113,181,"10.1038/nn.4412",3.93,4.24,3.86,3.64
"409",2017-03-23 15:32:00,1,113,182,"10.1523/eneuro.0269-16.2016",3.98,4.25,3.42,2.54
"410",2017-03-23 15:39:00,1,113,183,"10.1016/s0896-6273(01)80034-9",3.01,3.8,3.13,3.22
"411",2017-05-26 17:31:00,2,115,275,"10.1038/nature22073",2.58,3.97,3.37,1.94
"412",2017-05-26 18:30:00,2,115,283,"10.1016/j.neuron.2013.01.039",2.81,2.85,3.61,3.68
"413",2017-05-26 20:16:00,2,115,284,"10.1101/126219",2.81,2.81,3.01,3.45
"414",2017-07-21 17:27:00,2,116,174,"10.1038/nature04587",5,3.09,4.21,1.55
"415",2017-07-21 17:01:00,2,116,362,"10.1073/pnas.0913991107",2.45,3.97,5,2.65
"416",2017-07-21 17:04:00,2,116,363,"10.1016/s0896-6273(03)00255-1",3.91,4.82,3.85,3.63
"417",2017-07-21 17:07:00,2,116,368,"10.1016/j.neuron.2009.08.024",4.35,3.39,5,1.57
"418",2017-07-21 17:15:00,2,116,373,"10.1073/pnas.0702495104",3.35,4.48,4.21,2.1
"419",2017-07-21 17:24:00,2,116,388,"10.3389/fphys.2012.00163",1.42,2.4,5,1.76
"420",2016-11-16 21:19:00,1,118,18,"10.1093/jnen/59.7.561",3.31,3.29,3.8,1.8
"421",2016-11-21 20:18:00,1,118,23,"10.15252/emmm.201606271",3.08,3.63,4.64,3.52
"422",2016-11-21 20:16:00,1,118,24,"10.1038/srep32422",3.44,4.35,4.03,0.82
"423",2016-11-21 20:17:00,1,118,25,"10.3389/fncir.2016.00083",3.05,4.62,4.03,1.08
"424",2016-12-02 03:35:00,1,119,48,"10.1523/jneurosci.3235-13.2014",1.28,0.61,2.24,4.66
"425",2017-08-22 13:05:00,2,120,436,"10.1016/j.tics.2005.08.011",5,5,4.66,3.09
"426",2016-11-26 20:20:00,1,121,23,"10.15252/emmm.201606271",4.03,3.67,4.22,0.42
"427",2016-11-26 20:23:00,1,121,24,"10.1038/srep32422",3.03,2.81,3.57,0.57
"428",2016-11-26 20:22:00,1,121,25,"10.3389/fncir.2016.00083",2.89,3.24,2.88,1.18
"429",2016-11-27 04:12:00,1,121,29,"10.1523/jneurosci.3081-14.2015",3.12,3.16,4.07,0.42
"430",2016-11-26 20:18:00,1,121,30,"10.1038/ncomms5486",4.27,3.4,3.77,1.23
"431",2016-11-26 21:32:00,1,121,31,"10.1126/science.aaf1288",4.88,3.95,4.96,1.32
"432",2016-12-04 19:24:00,1,121,49,"10.1016/j.bbadis.2015.10.014",0.82,1.47,2.97,1.23
"433",2016-12-04 19:26:00,1,121,50,"10.1126/science.aad4821",3.99,3.44,3.91,1
"434",2016-12-04 20:33:00,1,121,51,"10.1126/science.1241224",3.94,2.46,4.35,1.23
"435",2016-12-07 20:39:00,1,122,23,"10.15252/emmm.201606271",2.73,3.38,2.65,3.29
"436",2016-12-07 20:43:00,1,122,24,"10.1038/srep32422",3.96,3.76,3.75,3.21
"437",2016-12-07 20:41:00,1,122,25,"10.3389/fncir.2016.00083",2.28,2.95,2.26,2.06
"438",2016-12-07 20:45:00,1,122,29,"10.1523/jneurosci.3081-14.2015",3.84,4.76,3.78,3.74
"439",2016-12-07 20:44:00,1,122,30,"10.1038/ncomms5486",3.51,3.65,3.38,3
"440",2016-12-07 20:36:00,1,122,44,"10.1002/dneu.22351",2.78,3.3,3.06,1.83
"441",2016-12-07 20:35:00,1,122,45,"10.1073/pnas.1523717113",1.79,1.8,2.7,2.21
"442",2016-12-07 20:34:00,1,122,46,"10.1098/rstb.2015.0428",2.19,2.36,2.74,2.18
"443",2016-12-07 20:52:00,1,122,50,"10.1126/science.aad4821",3.75,3.44,4.18,2.13
"444",2017-05-26 18:25:00,2,124,280,"10.1016/j.neuron.2017.03.036",4.5,5,5,2.57
"445",2017-04-20 17:50:00,1,125,267,"10.1016/j.jecp.2014.03.006",3.74,3.39,4.27,5
"446",2017-04-20 20:15:00,1,125,268,"10.1146/annurev.ne.13.030190.000325",4.2,4.1,4.39,4.84
"447",2017-07-21 17:11:00,2,126,371,"10.1016/j.celrep.2017.06.018",5,4.07,3.96,1.33
"448",2017-02-14 09:33:00,1,129,131,"10.1016/s0896-6273(00)81206-4",3.68,3.04,3.68,0.47
"449",2017-02-14 09:32:00,1,129,136,"10.1038/35090500",3.92,3.82,4.35,0.56
"450",2017-03-27 22:47:00,1,129,187,"10.3389/fneng.2012.00015",3.64,3.48,2.8,1.9
"451",2017-03-27 22:50:00,1,129,188,"10.1109/tbme.2014.2298897",3.16,3.16,2.35,1.55
"452",2017-03-27 22:52:00,1,129,189,"10.1007/s11517-009-0550-0",3.19,2.74,2.86,1.64
"453",2017-03-27 22:55:00,1,129,190,"10.1002/ana.23951",3.53,2.71,2.85,2.64
"454",2017-03-27 22:56:00,1,129,191,"10.1088/1741-2560/10/3/036019",2.95,2.99,2.48,2.6
"455",2017-03-27 22:57:00,1,129,192,"10.1093/brain/awq267",2.76,2.03,3.15,2.08
"456",2017-03-28 13:36:00,1,129,194,"10.1038/nature11129",4.73,4.38,4.36,3.09
"457",2017-07-13 19:49:00,2,131,325,"10.1038/nm.4084",3.93,5,5,5
"458",2017-04-07 20:44:00,1,132,218,"10.1038/nn.2439",3.83,1.59,4.38,3.11
"459",2017-07-21 17:08:00,2,135,344,"10.1371/journal.pcbi.1005268",4.01,5,4.69,1.54
"460",2017-07-21 17:07:00,2,135,367,"10.1016/j.neuron.2009.12.002",1.9,3.47,4.67,4.15
"461",2017-07-21 17:34:00,2,135,403,"10.1038/srep21322",1.89,4.7,2.65,4.53
"462",2017-07-21 17:35:00,2,135,404,"10.1016/j.neuropharm.2017.05.003",1.79,1.98,0.76,3.84
"463",2016-12-19 21:44:00,1,136,109,"10.1016/j.concog.2015.05.001",2.95,1.82,2.49,2.9
